"","name","first_name","last_name","birth_city","birth_state","birth_country","birth_date","college","draft_team","draft_round","draft_pick","draft_year","position","height","weight","death_date","death_city","death_state","death_country","year_start","year_end","careerLength","latitude","longitude"
"6359","Marshall Faulk","Marshall","Faulk","New Orleans","LA","USA","2/26/1973","San Diego St.","Indianapolis Colts","1st","2nd",1994,"RB","10-May",211,NA,NA,NA,NA,1987,1988,1,29.9510658,-90.0715323
"6360","Trev Faulk","Trev","Faulk","Lafayette","LA","USA","8/6/1981","LSU",NA,NA,NA,NA,"LB","3-Jun",254,NA,NA,NA,NA,1987,1988,1,30.2240897,-92.0198427
"6361","Chris Faulkner","Chris","Faulkner","Tipton","IN","USA","4/13/1960","Florida","Dallas Cowboys","4th","108th",1983,"TE","4-Jun",255,NA,NA,NA,NA,1987,1988,1,40.2822598,-86.041098
"6362","Jeff Faulkner","Jeff","Faulkner","St. Thomas",NA,"Virgin Islands","4/4/1964","Southern",NA,NA,NA,NA,"DE-DT","4-Jun",305,NA,NA,NA,NA,1987,1988,1,18.3380965,-64.8940946
"6363","Staley Faulkner","Staley","Faulkner","Pampa","TX","USA","4/2/1941","Texas","Houston Oilers","21st","166th",1963,"T","3-Jun",245,NA,NA,NA,NA,1987,1988,1,35.5361559,-100.9598709
"6366","Christian Fauria","Christian","Fauria","Northridge","CA","USA","9/22/1971","Colorado","Seattle Seahawks","2nd","39th",1995,"TE","4-Jun",250,NA,NA,NA,NA,1987,1988,1,34.2381251,-118.530123
"6368","Ron Faurot","Ron","Faurot","Wichita","KS","USA","1/27/1962","Arkansas","New York Jets","1st","15th",1984,"DE-DT","7-Jun",262,NA,NA,NA,NA,1987,1988,1,37.6871761,-97.330053
"6369","Frank Fausch","Frank","Fausch","Goshen","IN","USA","1895-06-13","Kalamazoo",NA,NA,NA,NA,"FB-T","3-Jun",250,NA,NA,NA,NA,1987,1988,1,41.5822716,-85.8344383
"6371","George Faust","George","Faust","Parkston","SD","USA","9/28/1917","Minnesota","Chicago Cardinals","6th","42nd",1939,"BB","1-Jun",205,"5/28/1993","Edina","MN",NA,1987,1988,1,43.3988755,-97.983683
"6372","Paul Faust","Paul","Faust","Minneapolis","MN","USA","7/23/1943","Minnesota",NA,NA,NA,NA,"LB","1-Jun",225,NA,NA,NA,NA,1987,1988,1,44.977753,-93.2650108
"6373","Hal Faverty","Hal","Faverty","Hammond","IN","USA","9/26/1927","Wisconsin","Chicago Bears","15th","149th",1949,"LB-DE-C","2-Jun",220,"7/21/2008",NA,NA,NA,1952,1952,0,41.5833688,-87.5000412
"6374","Greg Favors","Greg","Favors","Atlanta","GA","USA","9/30/1974","Mississippi St.","Kansas City Chiefs","4th","120th",1998,"LB-DE","1-Jun",242,NA,NA,NA,NA,1952,1952,0,33.7489954,-84.3879824
"6375","Brett Favre","Brett","Favre","Gulfport","MS","USA","10/10/1969","Southern Miss","Atlanta Falcons","2nd","33rd",1991,"QB","2-Jun",225,NA,NA,NA,NA,1952,1952,0,30.3674198,-89.0928155
"6376","Calvin Favron","Calvin","Favron","New Orleans","LA","USA","7/3/1957","SE Louisiana","St. Louis Cardinals","2nd","46th",1979,"LB","1-Jun",225,"4/19/1999","Baton Rouge","LA",NA,1952,1952,0,29.9510658,-90.0715323
"6377","Jake Fawcett","Jake","Fawcett","Hillsboro","TX","USA","5/29/1919","SMU",NA,NA,NA,NA,"T-G","11-May",223,NA,NA,NA,NA,1942,1946,4,45.5200114,-122.9365835
"6379","John Faylor","John","Faylor","South Bend","IN","USA","2/10/1963","Santa Clara",NA,NA,NA,NA,"DB","1-Jun",197,NA,NA,NA,NA,1922,1922,0,41.6763545,-86.2519898
"6381","Jermaine Fazande","Jermaine","Fazande","Marrero","LA","USA","1/14/1975","Oklahoma","San Diego Chargers","2nd","60th",1999,"RB","2-Jun",255,NA,NA,NA,NA,1999,2000,1,29.8993723,-90.1003506
"6382","Ron Fazio","Ron","Fazio","Meadowbrook","PA","USA","6/5/1962","Maryland",NA,NA,NA,NA,"TE","4-Jun",242,NA,NA,NA,NA,1999,2000,1,36.0454446,-95.8728433
"6383","Ricky Feacher","Ricky","Feacher","Crystal River","FL","USA","2/11/1954","Miss. Valley St.","New England Patriots","10th","270th",1976,"WR","10-May",174,NA,NA,NA,NA,1976,1984,8,28.902479,-82.5926012
"6384","Wiley Feagin","Wiley","Feagin","Conroe","TX","USA","8/28/1937","Texas",NA,NA,NA,NA,"G","2-Jun",235,NA,NA,NA,NA,1976,1984,8,30.3118769,-95.4560512
"6385","Jeff Feagles","Jeff","Feagles","Anaheim","CA","USA","3/7/1966","Miami (FL)",NA,NA,NA,NA,"P","1-Jun",215,NA,NA,NA,NA,1976,1984,8,33.8365932,-117.9143012
"6386","Tom Feamster","Tom","Feamster","Warwick","VA","USA","10/23/1930","William & Mary","Los Angeles Rams","4th","40th",1955,"T-DE","7-Jun",260,NA,NA,NA,NA,1976,1984,8,40.2013825,-76.2942507
"6387","Tom Fears","Tom","Fears","Los Angeles","CA","USA","12/3/1923","Santa Clara","Cleveland Rams","11th","103rd",1945,"E","2-Jun",216,"1/4/2000","Palm Desert","CA",NA,1976,1984,8,34.0522342,-118.2436849
"6388","Willie Fears","Willie","Fears","Chicago","IL","USA","6/4/1964","NW State (LA)",NA,NA,NA,NA,"DE","3-Jun",278,NA,NA,NA,NA,1976,1984,8,41.8781136,-87.6297982
"6389","Grant Feasel","Grant","Feasel","Barstow","GA","USA","6/28/1960","Abilene Christian","Baltimore Colts","6th","161st",1983,"C","7-Jun",278,"7/15/2012","Fort Worth","TX",NA,1976,1984,8,34.8957957,-117.0172826
"6390","Greg Feasel","Greg","Feasel","Barstow","GA","USA","11/7/1958","Abilene Christian",NA,NA,NA,NA,"T","7-Jun",300,NA,NA,NA,NA,1976,1984,8,34.8957957,-117.0172826
"6393","Beattie Feathers","Beattie","Feathers","Bristol","VA","USA","8/4/1908","Tennessee",NA,NA,NA,NA,"HB-WB","10-May",185,"3/10/1979","Winston-Salem ","NC",NA,1976,1984,8,36.515694,-82.2569667
"6394","Creig Federico","Creig","Federico","Chicago","IL","USA","5/7/1963","Iowa Central",NA,NA,NA,NA,"DB","2-Jun",205,NA,NA,NA,NA,1987,1987,0,41.8781136,-87.6297982
"6395","Daniel Federkeil","Daniel","Federkeil","Medicine Hat",NA,"Canada","11/9/1983","Calgary",NA,NA,NA,NA,"T","6-Jun",290,NA,NA,NA,NA,1987,1987,0,50.0405486,-110.6764257
"6396","John Federovitch","John","Federovitch","Wyano","PA","USA","6/26/1917","Davis & Elkins","Chicago Bears","7th","59th",1941,"T","5-Jun",263,"1/20/2003","Youngstown","OH",NA,1987,1987,0,40.1972935,-79.6972644
"6397","Joe Federspiel","Joe","Federspiel","Louisville","KY","USA","5/6/1950","Kentucky","New Orleans Saints","4th","99th",1972,"LB","1-Jun",230,NA,NA,NA,NA,1987,1987,0,38.2526647,-85.7584557
"6398","Walt Fedora","Walt","Fedora","Decatur","IL","USA","9/15/1918","George Washington","Brooklyn Dodgers","22nd","197th",1942,"FB","1-Jun",190,"9/16/1968","Washington","DC",NA,1987,1987,0,33.7748275,-84.2963123
"6399","Gerry Feehery","Gerry","Feehery","Philadelphia","PA","USA","3/9/1960","Syracuse",NA,NA,NA,NA,"C-G","2-Jun",268,NA,NA,NA,NA,1983,1988,5,39.9525839,-75.1652215
"6400","A.J. Feeley","A.J.","Feeley","Caldwell","ID","USA","5/16/1977","Oregon","Philadelphia Eagles","5th","155th",2001,"QB","3-Jun",225,NA,NA,NA,NA,1983,1988,5,40.8398218,-74.2765366
"6401","Jay Feely","Jay","Feely","Odessa","FL","USA","5/23/1976","Michigan",NA,NA,NA,NA,"K","10-May",206,NA,NA,NA,NA,1983,1988,5,46.482526,30.7233095
"6402","Al Feeney","Al","Feeney","Indianapolis","IN","USA","1891-11-12","Notre Dame",NA,NA,NA,NA,"C","Jun-00",210,"11/2/1950","Indianapolis","IN",NA,1983,1988,5,39.768403,-86.158068
"6403","Howard Feggins","Howard","Feggins","South Hill","VA","USA","5/6/1965","North Carolina",NA,NA,NA,NA,"DB","10-May",190,NA,NA,NA,NA,1989,1989,0,36.726532,-78.1288857
"6404","Nick Feher","Nick","Feher","Youngstown","OH","USA","7/13/1926","Georgia","San Francisco 49ers","10th","112th",1951,"G","Jun-00",224,"12/28/1992","Kingman","AZ",NA,1951,1955,4,41.0997803,-80.6495194
"6406","Andy Feichtinger","Andy","Feichtinger","Salem","OR","USA","1897-11-16","none",NA,NA,NA,NA,"E","10-May",170,NA,NA,NA,NA,1941,1941,0,42.51954,-70.8967155
"6407","Ray Feinga","Ray","Feinga","West Valley City","UT","USA","5/8/1986","BYU",NA,NA,NA,NA,"G","5-Jun",321,NA,NA,NA,NA,1941,1941,0,40.6916132,-112.0010501
"6409","Gene Fekete","Gene","Fekete","Sugar Creek","OH","USA","8/31/1922","Ohio St.","Detroit Lions","6th","49th",1945,"FB-LB","Jun-00",195,"4/28/2011","Columbus","OH",NA,1946,1946,0,40.50312,-81.6409582
"6410","John Fekete","John","Fekete","Morgantown","WV","USA","10/28/1919","Ohio","Brooklyn Dodgers","14th","123rd",1943,"HB-DB","11-May",200,"7/26/1988","Cleveland","OH",NA,1946,1946,0,39.629526,-79.9558968
"6411","Nip Felber","Nip","Felber","Le Seuer","MN","USA","3/25/1909","North Dakota",NA,NA,NA,NA,"E","2-Jun",190,NA,NA,NA,NA,1932,1933,1,44.4598517,-93.9113634
"6413","Bill Feldhaus","Bill","Feldhaus","Cincinnati","OH","USA","12/8/1912","Cincinnati",NA,NA,NA,NA,"G-T","Jun-00",226,"6/2/1974","Cincinnati","OH",NA,1932,1933,1,39.1031182,-84.5120196
"6414","Paul Feldhausen","Paul","Feldhausen","Madison","WI","USA","6/14/1946","North (WI)","Boston Patriots","11th","278th",1968,"T","6-Jun",260,NA,NA,NA,NA,1932,1933,1,43.0730517,-89.4012302
"6415","Todd Feldman","Todd","Feldman","Philadelphia","PA","USA","8/7/1962","Kent St.",NA,NA,NA,NA,"WR","10-May",184,NA,NA,NA,NA,1932,1933,1,39.9525839,-75.1652215
"6416","Gene Felker","Gene","Felker","Milwaukee","WI","USA","3/4/1929","Wisconsin","Dallas Texans","19th","218th",1952,"E","1-Jun",198,NA,NA,NA,NA,1932,1933,1,43.0389025,-87.9064736
"6417","Happy Feller","Happy","Feller","Fredericksburg","TX","USA","6/13/1949","Texas","Philadelphia Eagles","4th","83rd",1971,"K","11-May",185,NA,NA,NA,NA,1932,1933,1,30.2752011,-98.8719843
"6418","Mark Fellows","Mark","Fellows","Billings","MT","USA","2/26/1963","Montana St.","San Diego Chargers","7th","196th",1985,"LB","1-Jun",233,NA,NA,NA,NA,1932,1933,1,45.7832856,-108.5006904
"6419","Ron Fellows","Ron","Fellows","South Bend","IN","USA","11/7/1958","Missouri","Dallas Cowboys","7th","173rd",1981,"DB","Jun-00",178,NA,NA,NA,NA,1932,1933,1,41.6763545,-86.2519898
"6420","Daniel Fells","Daniel","Fells","Anaheim","CA","USA","9/23/1983","California-Davis",NA,NA,NA,NA,"TE","4-Jun",252,NA,NA,NA,NA,1932,1933,1,33.8365932,-117.9143012
"6421","Dick Felt","Dick","Felt","Lehi","UT","USA","3/4/1933","BYU",NA,NA,NA,NA,"DB","1-Jun",185,"11/17/2012","Provo","UT",NA,1932,1933,1,40.3916172,-111.8507662
"6422","Eric Felton","Eric","Felton","Austin","TX","USA","10/8/1955","Texas Tech","New Orleans Saints","5th","115th",1978,"DB","Jun-00",200,NA,NA,NA,NA,1932,1933,1,30.267153,-97.7430608
"6423","Jerome Felton","Jerome","Felton","Duren",NA,"West Germany","7/3/1986","Furman","Detroit Lions","5th","146th",2008,"RB","Jun-00",246,NA,NA,NA,NA,1932,1933,1,50.8029513,6.481105
"6424","Joe Felton","Joe","Felton","Saginaw","MI","USA","10/16/1964","Albion",NA,NA,NA,NA,"G","2-Jun",266,NA,NA,NA,NA,1932,1933,1,43.4194699,-83.9508068
"6425","Ralph Felton","Ralph","Felton","Midway","PA","USA","5/21/1932","Maryland","Washington Redskins","4th","39th",1954,"LB-DB-FB","11-May",210,"1/22/2011","Midway","PA",NA,1932,1933,1,36.745707,-95.936224
"6426","Bobby Felts","Bobby","Felts","Miami","FL","USA","6/26/1942","Florida A&M","Baltimore Colts","6th","71st",1965,"HB","2-Jun",202,NA,NA,NA,NA,1932,1933,1,25.7616798,-80.1917902
"6427","Tom Fena","Tom","Fena","Cleveland","OH","USA","12/27/1909","Denver",NA,NA,NA,NA,"G","11-May",200,"9/7/1985","Burlingame","CA",NA,1937,1937,0,41.49932,-81.6943605
"6428","Gary Fencik","Gary","Fencik","Chicago","IL","USA","6/11/1954","Yale","Miami Dolphins","10th","281st",1976,"DB","1-Jun",194,NA,NA,NA,NA,1937,1937,0,41.8781136,-87.6297982
"6429","Dick Fencl","Dick","Fencl","Chicago","IL","USA","2/24/1909","Northwestern",NA,NA,NA,NA,"E","11-May",160,"6/25/1972","Chicago","IL",NA,1937,1937,0,41.8781136,-87.6297982
"6430","James Fenderson","James","Fenderson","Mililani","HI","USA","10/24/1976","Hawaii",NA,NA,NA,NA,"RB","9-May",200,NA,NA,NA,NA,1937,1937,0,21.4513314,-158.0152807
"6431","Chuck Fenenbock","Chuck","Fenenbock","Oakland","CA","USA","8/28/1917","UCLA",NA,NA,NA,NA,"HB-TB","9-May",174,NA,NA,NA,NA,1937,1937,0,37.8043637,-122.2711137
"6432","Gill Fenerty","Gill","Fenerty","New Orleans","LA","USA","8/24/1963","Holy Cross","New Orleans Saints","7th","173rd",1986,"RB","Jun-00",205,NA,NA,NA,NA,1937,1937,0,29.9510658,-90.0715323
"6433","Bob Fenimore","Bob","Fenimore","Woodward","OK","USA","10/6/1925","Oklahoma St.","Chicago Bears","1st","1st",1947,"HB","1-Jun",190,"7/28/2010","Stillwater","OK",NA,1937,1937,0,36.1319247,-95.9736606
"6434","Carl Fennema","Carl","Fennema","San Francisco","CA","USA","10/17/1926","Washington",NA,NA,NA,NA,"C-LB","2-Jun",210,NA,NA,NA,NA,1937,1937,0,37.7749295,-122.4194155
"6436","Derrick Fenner","Derrick","Fenner","Washington","DC","USA","4/6/1967","Gardner-Webb","Seattle Seahawks","10th","268th",1989,"RB","11-May",240,NA,NA,NA,NA,1937,1937,0,47.7510741,-120.7401385
"6437","Harold Fenner","Harold","Fenner","Hillsboro","MI","USA","1895-11-10","none",NA,NA,NA,NA,"E","10-May",171,NA,NA,NA,NA,1937,1937,0,45.5200114,-122.9365835
"6438","Lane Fenner","Lane","Fenner","Evansville","IN","USA","12/7/1945","Florida St.","San Diego Chargers","7th","183rd",1968,"WR","5-Jun",210,NA,NA,NA,NA,1937,1937,0,37.9715592,-87.5710898
"6439","Rick Fenney","Rick","Fenney","Everett","WA","USA","12/7/1964","Washington","Minnesota Vikings","8th","211th",1987,"RB","1-Jun",235,NA,NA,NA,NA,1937,1937,0,47.9789848,-122.2020795
"6440","Duke Fergerson","Duke","Fergerson","Boise","ID","USA","4/21/1954","Washington St.","Dallas Cowboys","3rd","73rd",1976,"WR","1-Jun",189,NA,NA,NA,NA,1977,1980,3,43.6150186,-116.2023137
"6441","Bill Ferguson","Bill","Ferguson","San Diego","CA","USA","7/7/1951","Washington","New York Jets","4th","90th",1973,"LB","3-Jun",225,NA,NA,NA,NA,1977,1980,3,32.715738,-117.1610838
"6442","Bob Ferguson","Bob","Ferguson","Columbus","OH","USA","8/29/1939","Ohio St.","Pittsburgh Steelers","1st","5th",1962,"FB","11-May",220,"12/30/2004","Columbus","OH",NA,1977,1980,3,39.9611755,-82.9987942
"6443","Charley Ferguson","Charley","Ferguson","Dallas","TX","USA","11/13/1939","Tennessee St.",NA,NA,NA,NA,"WR-TE","5-Jun",217,NA,NA,NA,NA,1977,1980,3,32.7766642,-96.7969879
"6444","D'Brickashaw Ferguson","D'Brickashaw","Ferguson","New York","NY","USA","12/10/1983","Virginia","New York Jets","1st","4th",2006,"T","5-Jun",295,NA,NA,NA,NA,1977,1980,3,40.7127753,-74.0059728
"6445","Gene Ferguson","Gene","Ferguson","Lynchburg","VA","USA","6/5/1947","Norfolk St.","San Diego Chargers","3rd","70th",1969,"T-DT","8-Jun",300,NA,NA,NA,NA,1977,1980,3,37.4137536,-79.1422464
"6446","Howie Ferguson","Howie","Ferguson","New Iberia","LA","USA","8/5/1930","none",NA,NA,NA,NA,"FB-HB","2-Jun",218,"12/18/2005","New Iberia","LA",NA,1977,1980,3,30.0035365,-91.8187285
"6447","James Ferguson","James","Ferguson","Oakland","CA","USA","10/15/1942","USC","New Orleans Saints","17th","439th",1968,"C-LB","4-Jun",240,NA,NA,NA,NA,1977,1980,3,37.8043637,-122.2711137
"6448","Jason Ferguson","Jason","Ferguson","Nettleton","MS","USA","11/28/1974","Georgia","New York Jets","7th","229th",1997,"DT-NT","3-Jun",305,NA,NA,NA,NA,1977,1980,3,34.0889981,-88.6222708
"6449","Joe Ferguson","Joe","Ferguson","Alvin","TX","USA","4/23/1950","Arkansas","Buffalo Bills","3rd","57th",1973,"QB","1-Jun",195,NA,NA,NA,NA,1977,1980,3,29.4238472,-95.2441009
"6450","Keith Ferguson","Keith","Ferguson","Miami","FL","USA","4/3/1959","Ohio St.","San Diego Chargers","5th","131st",1981,"DE","5-Jun",252,NA,NA,NA,NA,1977,1980,3,25.7616798,-80.1917902
"6451","Kevin Ferguson","Kevin","Ferguson","Lynchburg","VA","USA","12/4/1965","Virginia",NA,NA,NA,NA,"TE","2-Jun",223,NA,NA,NA,NA,1977,1980,3,37.4137536,-79.1422464
"6452","Larry Ferguson","Larry","Ferguson","Madison","IL","USA","3/19/1940","Iowa","Detroit Lions","4th","52nd",1962,"HB","10-May",195,NA,NA,NA,NA,1977,1980,3,43.0730517,-89.4012302
"6453","Nick Ferguson","Nick","Ferguson","Miami","FL","USA","11/27/1974","Morris Brown",NA,NA,NA,NA,"DB","11-May",201,NA,NA,NA,NA,1977,1980,3,25.7616798,-80.1917902
"6454","Robert Ferguson","Robert","Ferguson","Houston","TX","USA","12/17/1979","Texas A&M","Green Bay Packers","2nd","41st",2001,"WR","1-Jun",209,NA,NA,NA,NA,1977,1980,3,29.7604267,-95.3698028
"6456","Vagas Ferguson","Vagas","Ferguson","Richmond","IN","USA","3/6/1957","Notre Dame","New England Patriots","1st","25th",1980,"RB","1-Jun",204,NA,NA,NA,NA,1977,1980,3,37.5407246,-77.4360481
"6458","Ron Fernandes","Ron","Fernandes","Ypsilanti","MI","USA","9/11/1951","East. Michigan","Miami Dolphins","10th","260th",1973,"DE-DT","4-Jun",251,NA,NA,NA,NA,1977,1980,3,42.2411499,-83.6129939
"6459","Manny Fernandez","Manny","Fernandez","Oakland","CA","USA","7/3/1946","Utah",NA,NA,NA,NA,"DT-DE","2-Jun",250,NA,NA,NA,NA,1977,1980,3,37.8043637,-122.2711137
"6460","Mervyn Fernandez","Mervyn","Fernandez","Merced","CA","USA","12/29/1959","San Jose St.","Los Angeles Raiders","10th","277th",1983,"WR","3-Jun",205,NA,NA,NA,NA,1977,1980,3,37.3021632,-120.4829677
"6461","Vince Ferragamo","Vince","Ferragamo","Torrance","CA","USA","4/24/1954","California","Los Angeles Rams","4th","91st",1977,"QB","3-Jun",212,NA,NA,NA,NA,1977,1980,3,33.8358492,-118.3406288
"6462","Jack Ferrante","Jack","Ferrante","Camden","NJ","USA","3/9/1916","none",NA,NA,NA,NA,"E-DE","1-Jun",197,"11/23/2006","Yardley","PA",NA,1977,1980,3,39.9259463,-75.1196199
"6463","Orlando Ferrante","Orlando","Ferrante","Los Angeles","CA","USA","9/24/1932","USC",NA,NA,NA,NA,"G","Jun-00",230,NA,NA,NA,NA,1977,1980,3,34.0522342,-118.2436849
"6464","Frank Ferrara","Frank","Ferrara","Brooklyn","NY","USA","12/7/1975","Rhode Island",NA,NA,NA,NA,"DE","3-Jun",280,NA,NA,NA,NA,1977,1980,3,40.6781784,-73.9441579
"6465","Ron Ferrari","Ron","Ferrari","Springfield","IL","USA","7/30/1959","Lakeland","San Francisco 49ers","7th","195th",1982,"LB","Jun-00",212,NA,NA,NA,NA,1977,1980,3,42.1014831,-72.589811
"6466","Bill Ferrario","Bill","Ferrario","Scranton","PA","USA","9/22/1978","Wisconsin","Green Bay Packers","4th","105th",2001,"G","2-Jun",315,NA,NA,NA,NA,1977,1980,3,41.408969,-75.6624122
"6467","Bob Ferrell","Bob","Ferrell","Los Angeles","CA","USA","11/13/1952","UCLA",NA,NA,NA,NA,"RB","Jun-00",216,NA,NA,NA,NA,1977,1980,3,34.0522342,-118.2436849
"6468","Earl Ferrell","Earl","Ferrell","Halifax","VA","USA","3/27/1958","East Tennessee St.","St. Louis Cardinals","5th","125th",1982,"RB","Jun-00",225,NA,NA,NA,NA,1977,1980,3,36.1403349,-95.9412331
"6469","Diamond Ferri","Diamond","Ferri","Stoneham","MA","USA","8/6/1981","Syracuse",NA,NA,NA,NA,"DB","10-May",223,NA,NA,NA,NA,1977,1980,3,42.4802469,-71.0999719
"6470","Neil Ferris","Neil","Ferris","Bell","CA","USA","10/31/1927","Loyola Marymount",NA,NA,NA,NA,"DB-HB","11-May",181,"1/30/1996","Lake Havasu City","AZ",NA,1977,1980,3,37.0341181,-95.6426791
"6471","Lou Ferry","Lou","Ferry","Chester","PA","USA","12/1/1927","Villanova","Green Bay Packers","3rd","25th",1949,"DT-T","2-Jun",244,"1/25/2004","Bryn Mawr","PA",NA,1977,1980,3,39.849557,-75.3557457
"6472","Paul Fersen","Paul","Fersen","Columbus","GA","USA","2/16/1950","Georgia","New Orleans Saints","14th","341st",1973,"T","5-Jun",260,NA,NA,NA,NA,1977,1980,3,39.9611755,-82.9987942
"6473","Howard Fest","Howard","Fest","San Antonio","TX","USA","4/11/1946","Texas","Cincinnati Bengals","6th","139th",1968,"G-T","6-Jun",262,NA,NA,NA,NA,1968,1977,9,29.4241219,-98.4936282
"6474","Jim Fetherston","Jim","Fetherston","Merced","CA","USA","6/1/1945","California",NA,NA,NA,NA,"LB","2-Jun",225,NA,NA,NA,NA,1968,1969,1,37.3021632,-120.4829677
"6476","John Fiala","John","Fiala","Fullerton","CA","USA","11/25/1973","Washington","Miami Dolphins","6th","166th",1997,"LB","2-Jun",237,NA,NA,NA,NA,1998,2002,4,33.8703645,-117.9242123
"6477","Tony Fiammetta","Tony","Fiammetta","Kaneohe","HI","USA","8/22/1986","Syracuse","Carolina Panthers","4th","128th",2009,"RB","Jun-00",246,NA,NA,NA,NA,1998,2002,4,21.3996475,-157.7973653
"6478","Dan Ficca","Dan","Ficca","Atlas","PA","USA","2/7/1939","USC","Philadelphia Eagles","4th","53rd",1961,"G","1-Jun",245,NA,NA,NA,NA,1962,1966,4,37.0625,-95.677068
"6479","Leon Fichman","Leon","Fichman","Los Angeles","CA","USA","2/23/1921","Alabama",NA,NA,NA,NA,"T","1-Jun",215,NA,NA,NA,NA,1962,1966,4,34.0522342,-118.2436849
"6480","Brad Fichtel","Brad","Fichtel","Aurora","IL","USA","3/10/1970","East. Illinois","Los Angeles Rams","7th","179th",1993,"C","2-Jun",285,NA,NA,NA,NA,1962,1966,4,41.7605849,-88.3200715
"6481","Ross Fichtner","Ross","Fichtner","McKeesport","PA","USA","10/26/1938","Purdue","Cleveland Browns","3rd","33rd",1960,"DB","Jun-00",185,NA,NA,NA,NA,1962,1966,4,40.3470671,-79.8641232
"6483","Jay Fiedler","Jay","Fiedler","Oceanside","NY","USA","12/29/1971","Dartmouth",NA,NA,NA,NA,"QB","2-Jun",225,NA,NA,NA,NA,1938,1938,0,33.1958696,-117.3794834
"6485","Doak Field","Doak","Field","Burnet","TX","USA","10/8/1958","Baylor","Philadelphia Eagles","7th","192nd",1981,"LB","2-Jun",228,NA,NA,NA,NA,1938,1938,0,30.7582376,-98.2283585
